company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
Pharmalinx Medical Centre & Pharmacy in Toronto,pharmalinx.ca,https://pharmalinx.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:14.255529,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
Contact Us – HealthSource Medical Clinic,hsmedical.ca › contact-us,https://hsmedical.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:15.269053,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
"Calgary Botox, Filler, Laser & More - POV Medical Aesthetics",povclinic.com,https://povclinic.com,2,Tier 2 - Gold,Medical,"Denver, CO",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:16.261875,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
Ottawa & District Physiotherapy Clinic and Sports Injury ...,ottawaphysiotherapy.net,https://ottawaphysiotherapy.net,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:17.256249,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
Our Locations - Ottawa Physiotherapy and Sport Clinics,optsc.com › locations,https://optsc.com,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:18.265442,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
Physio recommendations for somewhat exercise-related ...,10+ comments  ·  1 year ago,https://10+ comments  ·  1 year ago,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:18.265442,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
downtown Ottawa|No waiting list,ottawaphysiotherapy.net › the-clinic,https://ottawaphysiotherapy.net,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:19.297639,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
Premier Physiotherapy Ottawa - Improving Mobility & Function,premierphysiotherapyclinic.ca,https://premierphysiotherapyclinic.ca,2,Tier 2 - Gold,Medical,"Ottawa, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:20.283291,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
Sports Medicine & Physiotherapy Clinic | Optimize Ottawa,optimizeottawa.com,https://optimizeottawa.com,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:21.285268,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
Physiocare Physiotherapy & Rehab Centre Ottawa,physiocarephysiotherapy.com,https://physiocarephysiotherapy.com,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:22.279705,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
"Physiotherapy Clinic in Westboro Area of Ottawa, ON",anatomyphysioclinic.com › physiotherapy-center,https://anatomyphysioclinic.com,2,Tier 2 - Gold,Medical,"Portland, OR",8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:23.280683,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
Ottawa Physiotherapy - Physio Ottawa - Sports Injury ...,motionmatters.ca,https://motionmatters.ca,2,Tier 2 - Gold,Medical,"Ottawa, ON",8,CAD,"CAD $80,000",80000.0,CAD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:24.296847,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
"Lisa, Medical Office Assistant",watermanmd.ca › about,https://watermanmd.ca,2,Tier 2 - Gold,Medical,Canada,8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:25.313256,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.912746,2025-07-30T16:35:27.912746
About Anita - ARTEBELLA,artebella.ca › about,https://artebella.ca,2,Tier 2 - Gold,Medical,Canada,8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:26.301196,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.913766,2025-07-30T16:35:27.913766
Albany Medical Clinic - Quality community based healthcare ...,albanyclinic.ca,https://albanyclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:27.326478,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.913766,2025-07-30T16:35:27.913766
New Patients,hsmedical.ca › new-patients-toronto,https://hsmedical.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:28.297790,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.913766,2025-07-30T16:35:27.913766
Watson Medical Clinic - Toronto,watsonmedicalclinic.ca,https://watsonmedicalclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:29.295007,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.913766,2025-07-30T16:35:27.913766
North Toronto Medical Associates,northtorontomedical.ca,https://northtorontomedical.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:30.300313,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.913766,2025-07-30T16:35:27.913766
Medical Clinic in Toronto - Fort York Clinic | Home Page,fortyorkmedical.com,https://fortyorkmedical.com,2,Tier 2 - Gold,Medical,North America,8,USD,"USD $80,000",80000.0,USD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:31.286440,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Etobicoke Medical Clinic Accepting New Patients,foundationhealth.ca › etobicoke-medical-clinic,https://foundationhealth.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:32.271243,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Ima Beauty | Medical Spa in Montreal,imabeauty.ca,https://imabeauty.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:33.270124,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Reimagine Clinic: Premier Medical Esthetic in Montreal,reimagineclinic.ca,https://reimagineclinic.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:34.296984,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
BODY & BEAUTY CLINIC | MONTREAL 🇨🇦 POST OP & ...,3.3k+ followers,https://3.3k+ followers,2,Tier 2 - Gold,Medical,North America,8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:34.296984,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Home | Derma Elegant Medico-Aesthetic Center | Montreal,dermaelegant.ca,https://dermaelegant.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:35.287423,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
LASER HAIR REMOVAL •MONTREAL• Beauty Clinic | 🎉 We ...,10+ likes  ·  2 weeks ago,https://10+ likes  ·  2 weeks ago,2,Tier 2 - Gold,Medical,North America,8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:35.288423,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Light Therapy Facial Treatment in Montreal and Laval,newagespa.ca › led-facial,https://newagespa.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:36.307957,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
"TOP 10 BEST Medical Aesthetics in Montreal, QC",yelp.com › health & medical,https://yelp.com,2,Tier 2 - Gold,Medical,North America,8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:37.302714,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Facial Treatment - Medical Spa in Montreal,imabeauty.ca › treatments,https://imabeauty.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:38.311867,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
LASER HAIR REMOVAL •MONTREAL• Beauty Clinic ...,6 likes  ·  2 weeks ago,https://6 likes  ·  2 weeks ago,2,Tier 2 - Gold,Medical,North America,8,USD,"USD $80,000",80000.0,USD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:38.311867,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Tax Accountants in Toronto - Adil & Associates,adilcpa.ca › tax-accountants-toronto,https://adilcpa.ca,2,Tier 2 - Gold,Accounting,"Toronto, ON",8,CAD,"CAD $86,667",86666.66666666667,CAD $158,157.73333333333338,0.854,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6500.0,0.63,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:40.313959,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Free Consultation And Legal Advice - Centra Lawyers,centralawyers.ca › free-consultation,https://centralawyers.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:08.436616,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Contact Clark Woods LLP Trusted Law Firm in Vancouver BC,clarkwoods.ca › contact-us,https://clarkwoods.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:09.441451,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Legal Services - Law Firm Vancouver & Langley - LK Law,lklaw.ca › services,https://lklaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:10.442246,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
DAVISON NORTH LAW – Corporate And Litigation Law Firm ...,davisonnorth.ca,https://davisonnorth.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:11.444484,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
"BC Lawyers, Law Firm in Vancouver British Columbia",gkthomaslaw.ca › bc-lawyers,https://gkthomaslaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:12.463400,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Bronson Jones Gray & Company LLP: Lawyers Greater ...,bjglaw.ca,https://bjglaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:13.456059,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
